Pergunta;Comparacao;SoftDice;Impacto;Impacto_%;Variante_A;Variante_B;Ruido;Modelo
P7;v20_fk_nullable_both_values vs Full;0,8724770461915731;0,04652295380842697;5,062345354562238;v20_fk_nullable_both_values;v01_full;0,919;DEEPSEEK
P7;v21_fk_nullable_sample_rows vs Full;0,749491989839233;0,169508010160767;18,444832444044287;v21_fk_nullable_sample_rows;v01_full;0,919;DEEPSEEK
P7;v22_fk_nullable_sample_rows_plus_frequent vs Full;0,798653066841498;0,12034693315850209;13,095422541730366;v22_fk_nullable_sample_rows_plus_frequent;v01_full;0,919;DEEPSEEK
P7;v23_fk_nullable_sample_rows_plus_sample_values vs Full;0,8193537862587972;0,09964621374120286;10,842895945723924;v23_fk_nullable_sample_rows_plus_sample_values;v01_full;0,919;DEEPSEEK
P7;v24_full_no_numeric_stats vs Full;0,8536439597986595;0,06535604020134056;7,111647464781344;v24_full_no_numeric_stats;v01_full;0,919;DEEPSEEK
P7;v25_full_no_sample_rows vs Full;0,8444988983341943;0,0745011016658057;8,106757526203014;v25_full_no_sample_rows;v01_full;0,919;DEEPSEEK
P1;FK vs baseline;0,7476628764402976;0,1483371235597024;16,55548254014536;v02_plus_fk;v00_baseline;0,896;MISTRAL
P1;nullable vs baseline;0,8650977408799019;0,03090225912009814;3,4489128482252394;v03_plus_nullable;v00_baseline;0,896;MISTRAL
P1;numeric_stats vs baseline;0,8230567022280489;0,07294329777195108;8,140993054905255;v04_plus_numeric_stats;v00_baseline;0,896;MISTRAL
P1;sample_values vs baseline;0,7152926614059593;0,18070733859404076;20,168229753799192;v05_plus_sample_values;v00_baseline;0,896;MISTRAL
P1;frequent_values vs baseline;0,7152872166390466;0,18071278336095342;20,168837428677836;v06_plus_frequent_values;v00_baseline;0,896;MISTRAL
P1;sample_rows vs baseline;0,7707549249652956;0,1252450750347044;13,97824498155183;v07_plus_sample_rows;v00_baseline;0,896;MISTRAL
P2;numeric_stats sozinho;0,8230567022280489;0,07294329777195108;8,140993054905255;v04_plus_numeric_stats;v00_baseline;0,896;MISTRAL
P2;numeric_stats + nullable vs nullable;0,7861140605299392;0,10988593947006087;12,264055744426436;v14_nullable_plus_numeric_stats;v03_plus_nullable;0,896;MISTRAL
P2;full vs full-sem-numeric_stats;0,8388118838587753;0,057188116141224765;6,38260224790455;v01_full;v24_full_no_numeric_stats;0,896;MISTRAL
P3;rows vs sample_values;0,7383241211349579;0,15767587886504209;17,597754337616305;v07_plus_sample_rows;v05_plus_sample_values;0,896;MISTRAL
P3;rows vs frequent_values;0,6986273392258653;0,19737266077413473;22,02819874711325;v07_plus_sample_rows;v06_plus_frequent_values;0,896;MISTRAL
P3;rows+sample_val vs rows;0,7288784299879696;0,16712157001203043;18,65196093884268;v15_sample_rows_vs_sample_values;v07_plus_sample_rows;0,896;MISTRAL
P3;rows+sample_val vs sample_val;0,7753012681591255;0,12069873184087454;13,470840607240461;v15_sample_rows_vs_sample_values;v05_plus_sample_values;0,896;MISTRAL
P3;rows+freq_val vs rows;0,7634823887796393;0,13251761122036076;14,789911966558119;v16_sample_rows_vs_frequent_values;v07_plus_sample_rows;0,896;MISTRAL
P3;rows+ambos vs rows;0,7525484967798427;0,14345150322015732;16,010212412963988;v17_sample_rows_plus_both_values;v07_plus_sample_rows;0,896;MISTRAL
P3;full vs full-sem-rows;0,7594650034523949;0,13653499654760515;15,238280864688075;v01_full;v25_full_no_sample_rows;0,896;MISTRAL
P4;FK+sample_val vs sample_val;0,7885898956756856;0,10741010432431441;11,987734857624377;v08_fk_plus_sample_values;v05_plus_sample_values;0,896;MISTRAL
P4;FK+freq_val vs freq_val;0,779942541228949;0,116057458771051;12,952841380697656;v09_fk_plus_frequent_values;v06_plus_frequent_values;0,896;MISTRAL
P4;FK+ambos vs FK+sample_val;0,7559152659554021;0,14008473404459787;15,634456924620297;v10_fk_plus_sample_and_frequent;v08_fk_plus_sample_values;0,896;MISTRAL
P4;FK+rows vs rows;0,8044105129220904;0,09158948707790959;10,222040968516694;v11_fk_plus_sample_rows;v07_plus_sample_rows;0,896;MISTRAL
P4;FK isolado vs baseline;0,7476628764402976;0,1483371235597024;16,55548254014536;v02_plus_fk;v00_baseline;0,896;MISTRAL
P5;nullable+sample_val vs sample_val;0,8358942425719574;0,06010575742804258;6,708231855808323;v12_nullable_plus_sample_values;v05_plus_sample_values;0,896;MISTRAL
P5;nullable+freq_val vs freq_val;0,8016525749186018;0,09434742508139826;10,529846549263198;v13_nullable_plus_frequent_values;v06_plus_frequent_values;0,896;MISTRAL
P5;nullable+numeric_stats vs numeric_stats;0,787929290818813;0,108070709181187;12,061463078257477;v14_nullable_plus_numeric_stats;v04_plus_numeric_stats;0,896;MISTRAL
P5;nullable isolado vs baseline;0,8650977408799019;0,03090225912009814;3,4489128482252394;v03_plus_nullable;v00_baseline;0,896;MISTRAL
P7;v00_baseline vs Full;0,7119253348012506;0,18407466519874938;20,544047455217566;v00_baseline;v01_full;0,896;MISTRAL
P7;v02_plus_fk vs Full;0,6563564363316076;0,23964356366839246;26,745933445133087;v02_plus_fk;v01_full;0,896;MISTRAL
P7;v03_plus_nullable vs Full;0,7194073959901767;0,17659260400982335;19,708995983239213;v03_plus_nullable;v01_full;0,896;MISTRAL
P7;v04_plus_numeric_stats vs Full;0,6926992915633893;0,20330070843661074;22,689811209443164;v04_plus_numeric_stats;v01_full;0,896;MISTRAL
P7;v05_plus_sample_values vs Full;0,7685846831166575;0,1274153168833425;14,220459473587333;v05_plus_sample_values;v01_full;0,896;MISTRAL
P7;v06_plus_frequent_values vs Full;0,6787239177380838;0,2172760822619162;24,249562752446003;v06_plus_frequent_values;v01_full;0,896;MISTRAL
P7;v07_plus_sample_rows vs Full;0,7313073851248992;0,16469261487510078;18,380872195881786;v07_plus_sample_rows;v01_full;0,896;MISTRAL
P7;v08_fk_plus_sample_values vs Full;0,7886365409004323;0,10736345909956768;11,982528917362464;v08_fk_plus_sample_values;v01_full;0,896;MISTRAL
P7;v09_fk_plus_frequent_values vs Full;0,7040754790114695;0,19192452098853052;21,420147431755638;v09_fk_plus_frequent_values;v01_full;0,896;MISTRAL
P7;v10_fk_plus_sample_and_frequent vs Full;0,7776207836230841;0,11837921637691595;13,211966113495082;v10_fk_plus_sample_and_frequent;v01_full;0,896;MISTRAL
P7;v11_fk_plus_sample_rows vs Full;0,7453264649128387;0,1506735350871613;16,816242755263538;v11_fk_plus_sample_rows;v01_full;0,896;MISTRAL
P7;v12_nullable_plus_sample_values vs Full;0,7583263226693292;0,13767367733067082;15,365365773512368;v12_nullable_plus_sample_values;v01_full;0,896;MISTRAL
P7;v13_nullable_plus_frequent_values vs Full;0,7077562414219081;0,18824375857809195;21,009348055590618;v13_nullable_plus_frequent_values;v01_full;0,896;MISTRAL
P7;v14_nullable_plus_numeric_stats vs Full;0,7190775065725923;0,17692249342740773;19,745813998594613;v14_nullable_plus_numeric_stats;v01_full;0,896;MISTRAL
P7;v15_sample_rows_vs_sample_values vs Full;0,7101653735729455;0,1858346264270545;20,740471699448047;v15_sample_rows_vs_sample_values;v01_full;0,896;MISTRAL
P7;v16_sample_rows_vs_frequent_values vs Full;0,7095885837292988;0,18641141627070124;20,804845565926477;v16_sample_rows_vs_frequent_values;v01_full;0,896;MISTRAL
P7;v17_sample_rows_plus_both_values vs Full;0,7749005354540648;0,12109946454593523;13,5155652395017;v17_sample_rows_plus_both_values;v01_full;0,896;MISTRAL
P7;v18_fk_nullable_sample_values vs Full;0,7633714138413229;0,13262858615867712;14,802297562352356;v18_fk_nullable_sample_values;v01_full;0,896;MISTRAL
P7;v19_fk_nullable_frequent_values vs Full;0,717804416674182;0,17819558332581797;19,887899924756468;v19_fk_nullable_frequent_values;v01_full;0,896;MISTRAL
P7;v20_fk_nullable_both_values vs Full;0,7398171176199505;0,15618288238004951;17,431125265630527;v20_fk_nullable_both_values;v01_full;0,896;MISTRAL
P7;v21_fk_nullable_sample_rows vs Full;0,71331776050296;0,18268223949704;20,388642801008928;v21_fk_nullable_sample_rows;v01_full;0,896;MISTRAL
P7;v22_fk_nullable_sample_rows_plus_frequent vs Full;0,7143683752196003;0,18163162478039974;20,27138669424104;v22_fk_nullable_sample_rows_plus_frequent;v01_full;0,896;MISTRAL
P7;v23_fk_nullable_sample_rows_plus_sample_values vs Full;0,7898283690542579;0,10617163094574211;11,84951238233729;v23_fk_nullable_sample_rows_plus_sample_values;v01_full;0,896;MISTRAL
P7;v24_full_no_numeric_stats vs Full;0,8388118838587753;0,057188116141224765;6,38260224790455;v24_full_no_numeric_stats;v01_full;0,896;MISTRAL
P7;v25_full_no_sample_rows vs Full;0,7594650034523949;0,13653499654760515;15,238280864688075;v25_full_no_sample_rows;v01_full;0,896;MISTRAL
P1;FK vs baseline;0,8022061404600768;0,014793859539923182;1,8107539216552244;v02_plus_fk;v00_baseline;0,817;GEMINI
P1;nullable vs baseline;0,832292044303996;-0,015292044303996;-1,8717312489591187;v03_plus_nullable;v00_baseline;0,817;GEMINI
