Pergunta;Comparacao;Variante_A;Variante_B;SoftDice;Impacto;N_Tabelas;Wilcoxon_stat;p_value;p_adj_fdr;significant;Modelo
P7;v03_plus_nullable vs Full;v03_plus_nullable;v01_full;0,5641651634194293;0,31083483658057065;25;5,0;5,960464477539062e-07;4,967053731282553e-06;True;MISTRAL
P7;v04_plus_numeric_stats vs Full;v04_plus_numeric_stats;v01_full;0,6451651700525423;0,22983482994745774;25;25,0;5,3882598876953125e-05;0,00011225541432698569;True;MISTRAL
P7;v05_plus_sample_values vs Full;v05_plus_sample_values;v01_full;0,6459028788125545;0,22909712118744552;25;24,0;0,00019394474226553445;0,00024243092783191806;True;MISTRAL
P7;v06_plus_frequent_values vs Full;v06_plus_frequent_values;v01_full;0,6318202368705592;0,24317976312944078;25;13,0;5,245208740234375e-06;2,6226043701171875e-05;True;MISTRAL
P7;v07_plus_sample_rows vs Full;v07_plus_sample_rows;v01_full;0,6447012631802188;0,2302987368197812;25;7,0;2,8615430925098657e-05;8,94232216409333e-05;True;MISTRAL
P7;v08_fk_plus_sample_values vs Full;v08_fk_plus_sample_values;v01_full;0,6063121680434148;0,2686878319565852;25;18,0;0,00010098012483841593;0,00016830020806402656;True;MISTRAL
P7;v09_fk_plus_frequent_values vs Full;v09_fk_plus_frequent_values;v01_full;0,6731719499029236;0,20182805009707638;25;21,0;0,00014028081699705365;0,00018458002236454427;True;MISTRAL
P7;v10_fk_plus_sample_and_frequent vs Full;v10_fk_plus_sample_and_frequent;v01_full;0,6466785388135124;0,22832146118648755;25;28,0;0,00029557982231802284;0,00030789564824794044;True;MISTRAL
P7;v11_fk_plus_sample_rows vs Full;v11_fk_plus_sample_rows;v01_full;0,6075315312592103;0,26746846874078967;25;2,0;1,569120219955584e-05;5,604000785555657e-05;True;MISTRAL
P7;v12_nullable_plus_sample_values vs Full;v12_nullable_plus_sample_values;v01_full;0,7073921277926596;0,1676078722073404;25;37,0;0,00032907724380493164;0,00032907724380493164;True;MISTRAL
