Pergunta;Comparacao;SoftDice;Impacto;Impacto_%;Variante_A;Variante_B;Ruido;Modelo
P7;v21_fk_nullable_sample_rows vs Full;0,7456488867515313;0,17735111324846875;19,214638488458153;v21_fk_nullable_sample_rows;v01_full;0,923;DEEPSEEK
P7;v22_fk_nullable_sample_rows_plus_frequent vs Full;0,7705559838304927;0,1524440161695073;16,51614476376027;v22_fk_nullable_sample_rows_plus_frequent;v01_full;0,923;DEEPSEEK
P7;v23_fk_nullable_sample_rows_plus_sample_values vs Full;0,7795640407660143;0,14343595923398578;15,54019059956509;v23_fk_nullable_sample_rows_plus_sample_values;v01_full;0,923;DEEPSEEK
P7;v24_full_no_numeric_stats vs Full;0,7852680741897351;0,13773192581026494;14,922202146290891;v24_full_no_numeric_stats;v01_full;0,923;DEEPSEEK
P7;v25_full_no_sample_rows vs Full;0,7518721981566783;0,17112780184332177;18,54039023221254;v25_full_no_sample_rows;v01_full;0,923;DEEPSEEK
P1;FK vs baseline;0,6811965864176066;0,1938034135823934;22,14896155227353;v02_plus_fk;v00_baseline;0,875;MISTRAL
P1;nullable vs baseline;0,7079315720029986;0,1670684279970014;19,09353462822873;v03_plus_nullable;v00_baseline;0,875;MISTRAL
P1;numeric_stats vs baseline;0,7013362599647707;0,17366374003522933;19,84728457545478;v04_plus_numeric_stats;v00_baseline;0,875;MISTRAL
P1;sample_values vs baseline;0,6907211693154928;0,18427883068450723;21,060437792515113;v05_plus_sample_values;v00_baseline;0,875;MISTRAL
P1;frequent_values vs baseline;0,7004792183707709;0,17452078162922913;19,945232186197615;v06_plus_frequent_values;v00_baseline;0,875;MISTRAL
P1;sample_rows vs baseline;0,7395704356277416;0,1354295643722584;15,477664499686675;v07_plus_sample_rows;v00_baseline;0,875;MISTRAL
P2;numeric_stats sozinho;0,7013362599647707;0,17366374003522933;19,84728457545478;v04_plus_numeric_stats;v00_baseline;0,875;MISTRAL
P2;numeric_stats + nullable vs nullable;0,6200493512769585;0,2549506487230415;29,13721699691903;v14_nullable_plus_numeric_stats;v03_plus_nullable;0,875;MISTRAL
P2;full vs full-sem-numeric_stats;0,6424670224877777;0,23253297751222235;26,575197429968267;v01_full;v24_full_no_numeric_stats;0,875;MISTRAL
P3;rows vs sample_values;0,695514814818388;0,17948518518161205;20,512592592184234;v07_plus_sample_rows;v05_plus_sample_values;0,875;MISTRAL
P3;rows vs frequent_values;0,6870504646762137;0,18794953532378633;21,47994689414701;v07_plus_sample_rows;v06_plus_frequent_values;0,875;MISTRAL
P3;rows+sample_val vs rows;0,714551927135373;0,16044807286462703;18,33692261310023;v15_sample_rows_vs_sample_values;v07_plus_sample_rows;0,875;MISTRAL
P3;rows+sample_val vs sample_val;0,699407307422312;0,17559269257768795;20,06773629459291;v15_sample_rows_vs_sample_values;v05_plus_sample_values;0,875;MISTRAL
P3;rows+freq_val vs rows;0,6790322232042514;0,19596777679574862;22,396317348085557;v16_sample_rows_vs_frequent_values;v07_plus_sample_rows;0,875;MISTRAL
P3;rows+ambos vs rows;0,7387518833020779;0,13624811669792214;15,571213336905387;v17_sample_rows_plus_both_values;v07_plus_sample_rows;0,875;MISTRAL
P3;full vs full-sem-rows;0,6865787068098476;0,18842129319015244;21,533862078874563;v01_full;v25_full_no_sample_rows;0,875;MISTRAL
P4;FK+sample_val vs sample_val;0,7586555900975267;0,1163444099024733;13,296503988854091;v08_fk_plus_sample_values;v05_plus_sample_values;0,875;MISTRAL
P4;FK+freq_val vs freq_val;0,8118552007321914;0,06314479926780858;7,216548487749552;v09_fk_plus_frequent_values;v06_plus_frequent_values;0,875;MISTRAL
P4;FK+ambos vs FK+sample_val;0,7445469208866444;0,13045307911335557;14,908923327240636;v10_fk_plus_sample_and_frequent;v08_fk_plus_sample_values;0,875;MISTRAL
P4;FK+rows vs rows;0,7939020932173848;0,08109790678261519;9,26833220372745;v11_fk_plus_sample_rows;v07_plus_sample_rows;0,875;MISTRAL
P4;FK isolado vs baseline;0,6811965864176066;0,1938034135823934;22,14896155227353;v02_plus_fk;v00_baseline;0,875;MISTRAL
P5;nullable+sample_val vs sample_val;0,7808305020595282;0,0941694979404718;10,762228336053921;v12_nullable_plus_sample_values;v05_plus_sample_values;0,875;MISTRAL
P5;nullable+freq_val vs freq_val;0,7819512966579351;0,09304870334206494;10,634137524807421;v13_nullable_plus_frequent_values;v06_plus_frequent_values;0,875;MISTRAL
